year,plant_id,capacity,capacity_factor,efficiency,ramp_rate,fuel_type
2008,3581,2.8,0.345855989455,0.346256097856,,WAT
2008,3582,3.6,0.37630911188,0.346257653666,,WAT
2008,3583,2.4,0.3473183391,0.346244913434,,WAT
2008,3584,2.4,0.3565455594,0.346259240008,,WAT
2008,3585,2.4,0.327181853133,0.346255492949,,WAT
2008,3586,2.4,0.363321799308,0.346251795374,,WAT
2008,3594,16.0,0.21300461361,0.346256507479,,WAT
2008,3595,47.8,0.0717691457582,0.346255944481,,WAT
2008,3597,60.0,0.0522798923491,0.346254531886,,WAT
2008,3598,15.0,0.114309880815,0.34625666091,,WAT
2008,3599,30.0,0.0648558246828,0.346257673288,,WAT
2008,3600,102.5,0.121413340085,0.346254363161,,WAT
2008,3601,639.0,0.190544626209,0.29615059809,301.0,NG
2008,3609,418.3,0.0433944611862,0.303110026553,,NG
2008,3611,892.0,0.179770715989,0.301463292963,473.0,NG
2008,3612,894.0,0.130814168015,0.309231581312,470.0,NG
2008,3613,493.9,0.00343545347822,0.219910588091,89.0,NG
2008,3624,5.7,0.0,,,AB
2008,3627,71.0,0.00560131260458,0.231322033898,,NG
2008,3628,603.6,0.103661575338,0.28667968855,270.0,NG
2008,3630,66.0,0.0559679843417,0.205365092372,,NG
2008,3631,240.2,0.285334116994,0.378654074944,70.0,NG
2008,4195,84.7,0.0319058104525,0.204578550042,,NG
2008,4266,173.7,0.0197759264903,0.218317229114,74.0,NG
2008,4937,446.0,0.191801014787,0.303583096527,279.0,NG
2008,4939,703.0,0.118181266315,0.297228383317,449.0,NG
2008,6128,66.0,0.293114536367,0.346255328624,,WAT
2008,6136,453.5,0.923267066733,0.347010300865,121.0,SUB
2008,6145,2430.0,0.912973690081,0.32532417848,,NUC
2008,6146,2379.6,0.859738525399,0.304372893786,,LIG
2008,6147,1980.0,0.868704169783,0.30038556473,422.0,SUB
2008,6178,600.4,0.947043954549,0.328877498388,237.0,SUB
2008,6179,1690.0,0.813980262484,0.334999113114,693.0,SUB
2008,6181,932.0,0.650158902238,0.339027715392,365.0,SUB
2008,6183,410.0,0.761281964723,0.264199760543,163.0,LIG
2008,6243,154.1,0.127795653895,0.297684511847,78.0,NG
2008,6251,2708.6,0.915225254159,0.325324179311,,NUC
2008,6410,31.5,0.204891891397,0.346256758276,,WAT
2008,6413,52.0,0.157248691332,0.346255068066,,WAT
2008,6414,30.0,0.135305651672,0.346254151612,,WAT
2008,6648,590.6,0.729905583476,0.289356409251,250.0,LIG
2008,7030,349.2,0.796520569012,0.301960865917,171.0,LIG
2008,7097,566.0,0.88442702793,0.340602073604,306.0,SUB
2008,7200,8.0,0.257929642445,0.346257409792,,WAT
2008,7325,176.4,0.582845556523,0.244977633789,74.0,NG
2008,7512,550.0,0.173157596729,0.30723470348,,NG
2008,7900,593.6,0.365209291264,0.409865488995,326.0,NG
2008,8063,1156.8,0.0423684993483,0.284570736232,515.0,NG
2008,10154,41.0,0.576546544012,0.769598225881,,NG
2008,10167,7.6,0.399617859528,0.632763000859,,PC
2008,10184,14.3,0.11181552012,0.176165944134,,NG
2008,10203,40.0,0.223705305652,0.735242376939,,NG
2008,10243,56.8,0.464292850529,0.658192594567,,NG
2008,10261,25.7,0.840924696727,0.72143203992,,NG
2008,10298,300.0,0.647976547482,0.654866934321,,NG
2008,10317,3.4,0.387543252595,0.225971268566,,NG
2008,10418,55.3,0.324809000294,0.299999864496,,NG
2008,10436,214.9,0.539476197453,0.250805261065,,NG
2008,10554,689.4,0.627403467368,0.460147680295,,NG
2008,10569,1.5,0.0202998846597,0.346182936203,,PUR
2008,10638,6.5,0.0,,,AB
2008,10670,184.0,0.513410811895,0.266506527614,,PC
2008,10692,376.9,0.773818955891,0.623202844999,,NG
2008,10741,465.2,0.199057641366,0.620081519934,,NG
2008,10790,102.4,0.45888300173,0.762958616711,,NG
2008,50026,56.7,0.571509940214,0.473790421926,,NG
2008,50043,316.4,0.679257170854,0.331930019383,,NG
2008,50054,6.9,0.409033649265,0.60695971386,,NG
2008,50101,57.7,0.877233594998,0.540561831322,,BLQ
2008,50109,250.0,0.260726643599,0.44862502315,,NG
2008,50118,136.1,0.290004042417,0.473400126744,,NG
2008,50121,76.7,0.250874823493,0.233752024488,,PC
2008,50127,80.0,0.120222029988,0.357892433406,,NG
2008,50137,91.2,0.0188553491572,0.268911803265,,NG
2008,50150,168.0,0.430716867139,0.309876188674,,NG
2008,50153,96.0,0.296609609285,0.380329881165,,NG
2008,50229,35.0,0.672927994727,0.719914527442,,NG
2008,50241,4.2,0.00862305706596,0.222091210614,,DFO
2008,50304,257.0,0.647352335304,0.743533364083,,NG
2008,50404,38.8,0.00860890141381,0.346269694421,,WH
2008,50475,41.0,0.836093059893,0.706489571954,,NG
2008,50569,6.0,0.66555171088,0.186629419859,,LFG
2008,50615,344.0,0.0553525924734,0.338497767207,,NG
2008,50815,643.6,0.514312872445,0.307386385782,,NG
2008,52065,7.5,0.700637600923,0.650744200003,,OTH
2008,52069,63.1,0.524896495375,0.734665988027,,NG
2008,52088,450.0,0.438383139818,0.53662537045,,NG
2008,52120,1378.6,0.378197324534,0.607404325223,,NG
2008,52132,191.1,0.193020303144,0.705370362573,,NG
2008,52176,230.0,0.187340654932,0.445489836653,,NG
2008,54253,55.0,0.0,,,AB
2008,54291,24.0,0.789100346021,0.346255195959,,PUR
2008,54330,3.7,1.08482184607,0.404404467135,,NG
2008,54338,7.5,0.220702037678,0.741708682481,,AB
2008,54364,6.0,0.00280661284121,0.495180914513,,DFO
2008,54458,2.0,-0.0038062283737,-0.00387540441936,,NG
2008,54459,3.6,-0.0492759195181,-0.0342721970781,,NG
2008,54520,13.5,0.310265282584,0.254892956987,,OBG
2008,54606,3.4,0.114064047764,0.363396913525,,NG
2008,54607,3.5,0.000549019607843,0.47768,,NG
2008,54676,497.9,0.551287495138,0.35508272821,,NG
2008,54817,282.6,0.579874962349,0.434736082325,,NG
2008,54966,33.6,0.118079584775,0.346255217461,,WND
2008,54979,34.3,0.323557994626,0.346256014344,,WND
2008,55015,572.0,0.629160919818,0.675395340578,,NG
2008,55025,5.6,0.545806557917,0.481671878413,,NG
2008,55047,815.0,0.513474572074,0.507098166715,,NG
2008,55052,1.6,0.781646482122,0.242761164845,,NG
2008,55053,7.6,0.665149031749,0.377456606955,,NG
2008,55062,939.7,0.582997788565,0.474449620508,,NG
2008,55086,432.0,0.778089316609,0.808471082727,,NG
2008,55091,1734.0,0.34234211223,0.44542963842,361.0,NG
2008,55097,1090.8,0.387597179556,0.455097298894,,NG
2008,55098,529.0,0.444997525308,0.439423978188,,NG
2008,55123,801.0,0.462541056666,0.460456652454,,NG
2008,55132,939.6,0.394049248177,0.454031923602,,NG
2008,55137,898.2,0.361251016707,0.467402408522,,NG
2008,55139,809.6,0.49207719591,0.422842323263,280.0,NG
2008,55144,989.0,0.607221652713,0.468793917428,,NG
2008,55153,1142.2,0.508192066263,0.457014709633,,NG
2008,55154,595.0,0.467998798135,0.32781005706,,NG
2008,55168,727.8,0.326800415719,0.442243227156,,NG
2008,55172,557.0,0.251793986155,0.425806116873,,NG
2008,55187,918.3,0.64968980719,0.680448479743,,NG
2008,55206,575.5,0.484740514492,0.352120259531,,NG
2008,55215,1135.2,0.290218410873,0.440490423199,537.0,NG
2008,55223,418.0,0.415221378785,0.458635934663,189.0,NG
2008,55226,1036.0,0.419928368804,0.464037724184,,NG
2008,55230,640.0,0.563358383795,0.477842648801,,NG
2008,55299,715.0,0.429482582009,0.566842825856,,NG
2008,55311,92.7,0.60815170665,0.314539585195,,NG
2008,55313,548.2,0.536568088832,0.402387918703,,NG
2008,55320,746.0,0.556553772368,0.458545850771,,NG
2008,55327,914.6,0.492811348694,0.428415214732,,NG
2008,55357,675.6,0.487803570563,0.44805934514,,NG
2008,55365,236.0,0.0406036791586,0.284471151868,,NG
2008,55367,75.0,0.326554402153,0.346255173557,,WND
2008,55390,10.8,0.000266991328122,0.0875770020534,,DFO
2008,55399,30.0,0.209880815071,0.346255881352,,WND
2008,55464,996.0,0.647720524543,0.595728934662,,NG
2008,55470,611.0,0.617059287911,0.711563097044,,NG
2008,55480,1783.8,0.496263500817,0.453969075627,,NG
2008,55526,8.2,0.904900554196,0.300554400676,,LFG
2008,55545,551.3,0.509996190194,0.465010050146,,NG
2008,55551,5.2,0.449361192441,0.296357925606,,LFG
2008,55552,4.0,0.205709342561,0.28379629241,,LFG
2008,55554,5.2,0.589654866471,0.303854800293,,LFG
2008,55581,278.0,0.268587206359,0.346255420603,,WND
2008,55588,4.0,0.716753171857,0.258545049934,,LFG
2008,55747,82.5,0.338889238405,0.346255001042,,WND
2008,55795,78.0,0.292871085086,0.346255625491,,WND
2008,55796,82.0,0.296490561791,0.346255510824,,WND
2008,55968,150.0,0.374811995386,0.34625527891,,WND
2008,55992,160.5,0.339222513268,0.346255339696,,WND
2008,56111,160.0,0.365727364475,0.346255313795,,WND
2008,56113,8.4,0.570604712473,0.242500084659,,LFG
2008,56211,37.5,0.388970396002,0.346254843209,,WND
2008,56212,91.5,0.389664756935,0.34625533256,,WND
2008,56233,153.9,0.654509174384,0.452091378296,,NG
2008,56240,120.6,0.331466466208,0.346255330624,,WND
2008,56270,114.0,0.412787591817,0.346255268703,,WND
2008,56291,735.5,0.317900478062,0.346255332674,,WND
2008,56311,135.0,0.378465547439,0.346255300022,,WND
2008,56337,241.0,0.334204367615,0.346255214064,,WND
2008,56349,573.0,0.189240344531,0.399403699513,,NG
2008,56350,566.1,0.183442143548,0.405102107155,286.0,NG
2008,56372,80.5,0.34817855531,0.346255490316,,WND
2008,56373,5.0,0.0,,,AB
2008,56374,6.1,0.232041900656,0.302017902352,,NG
2008,56394,124.2,0.396849558048,0.346255324385,,WND
2008,56395,200.0,0.312410611303,0.346255320002,,WND
2008,56402,7.0,0.024501565332,0.346252917491,,WND
2008,56457,84.0,0.453725215576,0.346255211451,,WND
2008,56479,90.0,0.352520133282,0.346255349098,,WND
2008,56483,200.0,0.227216839677,0.346255405912,,WND
2008,56484,232.5,0.293738993687,0.346255321191,,WND
2008,56506,130.5,0.543577845833,0.346255364466,,WND
2008,56524,6.4,0.625558679354,0.299486245028,,LFG
2008,56528,6.4,0.759839965398,0.288298734431,,LFG
2008,56592,126.5,0.253223992596,0.346255327371,,WND
2008,56593,209.0,0.288837949703,0.346255353138,,WND
2008,56602,63.0,0.313747459768,0.34625505877,,WND
2008,56638,170.2,0.0807598632181,0.346255589618,,WND
2008,56644,120.0,0.266527297193,0.346255445634,,WND
2008,56649,,,0.346263939029,,WND
2008,56661,283.2,0.000107113300621,0.346202160494,,WND
2008,56673,59.8,0.430379234125,0.346255327471,,WND
2008,56754,80.0,0.191049596309,0.346255393548,,WND
2008,56763,662.5,0.254242127484,0.346255281827,,WND
2008,56771,60.0,0.106880046136,0.34625630486,,WND
2008,56773,150.0,0.0813287197232,0.346255285261,,WND
2008,56775,120.0,0.337900807382,0.346255368566,,WND
2008,56779,150.0,0.0460884275279,0.346255358271,,WND
2008,56783,121.9,0.00874561087283,0.346253510611,,WND
2008,56795,,,0.346449230769,,WND
2008,56823,165.6,0.0309359485482,0.346255100656,,WND
2008,56864,9.6,0.765931372549,0.293897487519,,LFG
2008,56881,4.8,0.030276816609,0.325592244774,,OBL
2008,56882,11.0,0.0191150256894,0.141732579866,,OBL
2008,56920,142.5,0.0822736194581,0.346255168076,,WND
2008,56921,115.5,0.00137110102508,0.3462436068,,WND
2008,56959,58.8,0.0448727137914,0.346255964049,,WND
2009,127,720.0,0.450726002819,0.313565200799,277.0,SUB
2009,298,1849.8,0.745261715379,0.328364688533,890.0,LIG
2009,791,6.0,0.0301453287197,0.349618525876,,WAT
2009,794,2.8,0.266477179107,0.349592600219,,WAT
2009,3437,9.6,0.544117647059,0.349590069025,,WAT
2009,3439,263.6,0.176254872207,0.35703452993,196.0,NG
2009,3443,376.9,0.0791777638435,0.413486601114,150.0,NG
2009,3452,927.5,0.0540795941018,0.270537759591,404.0,NG
2009,3453,852.2,0.0899579539976,0.290014035317,287.0,NG
2009,3454,,,,,AB
2009,3460,1530.0,0.10663440155,0.305395855366,824.0,NG
2009,3464,878.4,0.0203163768454,0.238439016106,230.0,NG
2009,3466,,,-inf,,AB
2009,3468,842.5,0.0419451089914,0.267533005914,350.0,NG
2009,3469,1173.7,0.108513785258,0.35069646104,459.0,NG
2009,3470,4008.4,0.54590797618,0.327026158904,894.0,SUB
2009,3490,634.7,0.0948152493372,0.282088626132,368.0,NG
2009,3491,1314.8,0.045829153258,0.274224932386,484.0,NG
2009,3492,536.4,0.00605020268405,0.215955973555,368.0,NG
2009,3494,1097.4,0.024880450363,0.212900934526,449.0,NG
2009,3497,1186.8,0.749759076096,0.309561262552,496.0,SUB
2009,3502,321.6,0.0182934089644,0.242694700027,187.0,NG
2009,3504,713.4,0.0949536132994,0.282034012952,485.0,NG
2009,3506,799.2,0.0344049412735,0.248908300105,,NG
2009,3507,243.3,0.0260243262219,0.242758154467,150.0,NG
2009,3508,1175.4,0.0391762386124,0.271537731403,,NG
2009,3548,932.0,0.183325041706,0.312237048944,287.0,NG
2009,3559,181.4,0.0511197669288,0.315787507238,66.0,NG
2009,3561,138.0,0.00123113183892,0.180268149211,,NG
2009,3574,44.0,0.0,,,AB
